"lang"
{
	"Language"		"turkish"
		"citadel_ability_sticky_bomb"			"Yapışkan Bomba"
		"citadel_ability_sticky_bomb_quip"		"Düşmanın üzerine bomba yerleştirin"
		"citadel_ability_sticky_bomb_desc"		"Yakındaki bir hedefe kısa bir fünye süresinden sonra <span class=\"highlight\">patlayıcı hasar</span> veren bir Yapışkan Bomba yerleştirin.<br>Vurulan her düşman kahraman başına <span class=\"highlight\">+%{s:BonusDamagePctPerPlayerHit} bomba hasarı</span> kazan. <br>Yapışkan Bombayı kendine yerleştirmek için [{s:key_alt_cast}]."
		"modifier_citadel_sticky_bomb_attached"	"Bomba üzerinizde"
		"citadel_ability_sticky_bomb_t3_desc"	"Yerleştirildiğinde, hedefi <span class=\"highlight\">{s:DebuffDuration}s</span> boyunca <span class=\"highlight\">silahsızlandırır</span>"
		"StunTargetOnExplode_label"				"Süre"
		"StunTargetOnExplode_postfix"				"s"

		"citadel_ability_bebop_laser_beam"		"Hiper Işın"
		"citadel_ability_bebop_laser_beam_quip"	"Hasar verici devasa bir ışın salın"
		"citadel_ability_bebop_laser_beam_desc" "Lazerinizi şarj ederek <span class=\"highlight\">hasar veren</span> ve <span class=\"highlight\">düşmanların hareket ve atılımlarını yavaşlatan</span> güçlü bir enerji selini serbest bırakın. Süre boyunca yavaş hareket ve dönüş hızına sahip olursunuz. Havada etkinleştirilirse, ışını serbest bırakırken havada asılı kalırsınız."
		"modifier_bebop_laser_beam"				"Hiper Işın"
		"citadel_ability_bebop_laser_beam_t3_desc"	"Hiper Işın, Kahramanlar üzerindeki hasarının <span class=\"highlight\">%{s:BeamLifesteal}</span>'i kadar Bebop'u iyileştirir. NPC'lerde %{s:BeamLifestealNonHeroPercent}"
		"BeamLength_label"						"Işın Uzunluğu"
		"BeamLength_postfix"					"m"
		"BeamWidth_label"						"Işın Genişliği"
		"BeamWidth_postfix"						"m"
		

		"citadel_ability_hook"					"Kanca"
		"citadel_ability_hook_quip"				"Hedefi kendine doğru çek"
		"citadel_ability_hook_desc"				"Vurduğu ilk düşman veya dost kahramanı <span class=\"highlight\">yakalayıp kendine çeken</span> ve hedef bir düşmansa hasar veren bir kanca fırlatın.<br>Hedef, yüzünüzün dönük olduğu yere yerleştirilir."
		"citadel_ability_hook_t1_desc"			"Bebop, {s:BulletAmpDuration}s boyunca kancalı düşmanlara karşı <span class=\"highlight\">%{s:BulletAmp} daha fazla mermi hasarı</span> verir"
		"BulletShieldOnHook_label"				"Mermi Kalkanı"
		"BulletShieldOnHook_postfix"				"HP"
		"Citadel_ability_hook_on_hook"			"Bebop'a:"

		"modifier_hook_bonus_movespeed"			"Kanca Hareket Hızı"
		"hook_modifier_slow"					"Kanca Yavaşlatması"
		"hook_bullet_shield"						"Mermi Kalkanı"

		//-----------------------------------------------------------------------------
		// Grey Talon (previous names: Archer / Orion)
		// hero_archer
		//-----------------------------------------------------------------------------
		"ability_charged_shot"		"Şarjlı Atış"
		"ability_charged_shot_quip"	"Uzun menzilli bir atış şarj edin"
		"ability_charged_shot_desc"	"Düşmanları delip geçen <span class=\"highlight\">güçlü bir atış şarj edin</span>. Atışı tutmak için [{s:ability_key}] veya [{s:iv_attack}] tuşunu basılı tutun."
		"ability_charged_shot_t2_desc"	"<span class=\"highlight\">+{s:Damage} Hasar</span>"
		"ability_charged_shot_t3_desc"	"<span class=\"highlight\">Geliştirilmiş hasar ölçeklendirmesi</span> ve <span class=\"highlight\">{s:AbilityCooldownBetweenCharge}s</span> Şarj Gecikmesi"

		"PowerJumpChannelTime_label"			"In Power Jump Channel"
		"PowerJumpChannelTime_postfix"		"s"
		
		"ability_power_jump"			"Ok Yağmuru"
		"ability_power_jump_quip"		"Havaya zıplayın ve çoklu atışları serbest bırakın"
		"ability_power_jump_desc"		"Sizi havaya fırlatarak yavaşça süzülmenizi sağlar. Havadayken, silahınızda <span class=\"highlight\">Silah Hasarı</span> ve <span class=\"highlight\">çoklu atış</span> kazanırsınız. Süzülmeyi iptal etmek için [{s:in_mantle}] tuşuna basın."
		"ability_power_jump_t2_desc"	"Havadayken, <span class=\"highlight\">+{s:WeaponDamageBonus}</span> Silah Hasarı ve silah hasarı {s:SlowDuration}s boyunca <span class=\"highlight\">%{s:SlowPercent}</span> hareket yavaşlatma uygular"
		"ability_power_jump_t3_desc"	"Havadayken, <span class=\"highlight\">+%{s:TechLifestealPercent}</span> Mermi Can Çalma ve <span class=\"highlight\">+%{s:BulletLifestealPercent}</span> Büyü Can Çalma"
		"modifier_citadel_archer_air_raid"			"Güç Zıplayışı"
		"BulletSplitShot_label"			"Silah Çoklu Atış"
		"AbilitySplitShot_label"			"Şarjlı Çoklu Atış"
		"ChargedShotBonus_label"			"Şarjlı Atış Hasarı"
		"ChargedShotBonus_prefix"			"+"
		"ChargedShotBonus_postfix"			"%"
		"ability_power_jump/modifier_citadel_archer_air_raid/modifier_slow_base"			"Yavaşlatan Mermiler"
		"ability_power_jump/modifier_air_raid/modifier_slow_base"			"Yavaşlatıldı"


		"ability_immobilize_trap"			"Sabitleyici Tuzak"
		"ability_immobilize_trap_quip"		"Düşmanları sabitleyen bir tuzak yerleştirin"
		"ability_immobilize_trap_desc"		"Kendini kurmaya başlayan bir <span class=\"highlight\">tuzak fırlatın</span>. Kurulduktan sonra, düşman yarıçapına girdiğinde tuzak tetiklenir ve duşmanı <span class=\"highlight\">sabitler</span>."
		"modifier_citadel_immobilize_trap_immobilize"	"Sabitleyici Tuzak"
		"modifier_citadel_immobilize_trap_immobilize_debuff" "Sabitleyici Tuzak Zayıflatması"
		"ability_immobilize_trap_t3_desc"	"Grey Talon, <span class=\"highlight\">{s:DebuffDuration}s</span> boyunca Sabitleyici Tuzak tarafından etkilenen düşmanlara <span class=\"highlight\">+%{s:BulletVulnerbility}</span> daha fazla Mermi Hasarı verir"
		"ability_immobilize_trap/trap_debuff"																	"Büyü Zırhı Azaltıldı"

		"ability_guided_arrow"		"Güdümlü Baykuş"
		"ability_guided_arrow_quip"	"Düşmanlara uzaktan hasar vermek için baykuşunuzu uçurun"
		"ability_guided_arrow_desc"	"{s:AbilityCastDelay}s kullanım süresinin ardından, <span class=\"highlight\">kontrol ettiğiniz</span> ve çarpma anında patlayarak <span class=\"highlight\">düşmanlara hasar veren ve sersemleten</span> bir <span class=\"highlight\">ruh baykuşu fırlatır</span>. Baykuşu hızlandırmak için [{s:iv_attack}] tuşuna basılı tutun.<br>Kontrolü bırakmak için [{s:in_mantle}] taşına basın. Güdümlü Baykuş ile öldürülen her düşman kahraman başına <span class=\"highlight\">kalıcı Büyü Gücü</span> kazanırsın."
		"ability_guided_arrow_t3_desc"	"Vuruş sonrasında, <span class=\"highlight\">canı %{s:LowHealthEnemyThresholdPct} altında</span> olan düşmanları öldürür"
		"BonusTechPowerPerKill_label"		"Öldürme Başınca Büyü Gücü"

		"modifier_citadel_archer_guided_arrow"		"Güdümlü Baykuş"

		//-----------------------------------------------------------------------------
		// Lady Geist
		// hero ghost
		//-----------------------------------------------------------------------------
		"ability_blood_bomb"				"Öz Bombası"
		"ability_blood_bomb_quip"			"Hasar verici bir bomba fırlatmak için biraz can feda edin"
		"ability_blood_bomb_desc"			"Kısa bir kurma süresinden sonra <span class=\"highlight\">hasar veren</span> bir bomba fırlatmak için <span class=\"highlight\">canınızın bir kısmını feda edin</span>.<br>Kendinize verilen hasar türü Büyü'dür ve hafifletilebilir."
		"ability_blood_bomb_t3_desc"	"Bombalar yerde toksik bir kalıntı bırakır ve <span class=\"highlight\">{s:BloodSpillDuration}s</span> boyunca <span class=\"highlight\">saniye başına</span> orijinal hasarın <span class=\"highlight\">%{s:BloodSpillDPSPercent}</span>'u kadar hasar verir."

		"ability_life_drain"				"Yaşam Drenajı"
		"ability_life_drain_quip"			"Bir düşmandan zaman içinde can çalın"
		"ability_life_drain_desc"			"<span class=\"highlight\">Düşmanın canını zamanla tüketen</span> ve <span class=\"highlight\">sizi iyileştiren</span> bir bağ oluşturun. Hedefin görüş alanında ve maksimum menzil içinde olması gerekir. Boşaltma sırasında ateş edebilir ve diğer yetenekleri kullanabilirsiniz, ancak hareket hızınız yarı yarıya azalır. İptal etmek için [{s:in_ability2}] tuşuna basın."
		"ability_life_drain/modifier_life_drain" "Yaşam Drenajı"
		"ability_life_drain/modifier_life_drain_caster" "Yaşam Drenajı"
		"modifier_life_drain_silence"		"Susturuldu"
		"FriendlyTargetCooldown"			"Müttefik Hedef Beklemesi"
		"FriendlyTargetCooldown_postfix"	"s"
		"ability_life_drain_t3_desc"			"Yaşam Drenajı sırasında düşman <span class=\"highlight\">Susturulur</span> (görüş hattı gerektirir)"
		"ability_life_drain_cancel_trigger"	"Yaşam Drenajı'nı İptal Et"
		"MaxRange_label"						"Maks. Bağ Menzili"
		"MaxRange_postfix"					"m"
		"BloodSpillDuration_label"			"Toksik Kalıntı Süresi"
		"BloodSpillDuration_postfix"		"s"

		"LifeDrainHealthMult_label"			"İyileştirilecek Hasar"
		"LifeDrainHealthMult_postfix"			"%"
		"HealFriendRadius_label"				"Müttefik İyileştirme Yarıçapı"
		"HealFriendRadius_postfix"			"m"

		"ability_health_swap"					"Ruh Takası"
		"ability_health_swap_quip"			"Mevcut canınızı bir düşman kahramanınkiyle değiştirin"
		"ability_health_swap_desc"			"Bir düşman hedefiyle <span class=\"highlight\">can seviyelerini değiştirir</span>. Düşmanların indirilebileceği minimum bir can yüzdesi ve kurbanın mevcut canına bağlı olarak alınan minimum bir can miktarı vardır."
		"ability_health_swap_t3_desc"			"Kullanıldığında, {s:HealthSwapBuffDuration}s boyunca <span class=\"highlight\">+%{s:BonusFireRate}</span> Atış Hızı ve <span class=\"highlight\">+%{s:TechResist}</span> Büyü Direnci."
		"MinHealthTakenPct_label"				"Min. Kazanılan Can"
		"MinHealthTakenPct_postfix"			"%"
		"modifier_blood_exchange"				"Kan Takası"
		"EnemyMinHealthPct_label"				"Düşman Min. Can"
		"EnemyMinHealthPct_postfix"			"%"
		"EnemySlowPct_label"					"Düşman Hareket Yavaşlatma"
		"EnemySlowPct_postfix"				"%"
		"ability_health_swap/modifier_health_swap_debuff"	"Can Takası"
		
		"HealthSwapBuffDuration_label"		"Güçlendirme Süresi"
		"HealthSwapBuffDuration_postfix"		"s"
		"modifier_health_swap_buff"			"Ruh Takası"

		"ability_death_tax"					"Death Tax"
		"ability_death_tax_desc"			"Enemies injured by Lady Geist are marked with Death Tax. Whenever a marked enemy dies, Lady Geist gains health."
		"modifier_citadel_death_tax"				"Death Tax"
		"modifier_citadel_death_tax_tech_amp"		"Death Tax Power"
		"ability_death_tax_t1_desc"	"Reduce one of your Cooldowns by <span class=\"highlight\">{s:CooldownReductionOnKill}s</span> when a marked enemy dies"
		"ability_death_tax_t3_desc"	"Increase Spirit Power by <span class=\"highlight\">{s:TechPowerAmpBonus}</span> for <span class=\"highlight\">{s:TechPowerAmpBonusDuration}s</span> when a marked enemy dies.  Stacks up to <span class=\"highlight\">{s:TechPowerAmpBonusMaxStacks}</span> times."

		"ability_blood_shards"				"Kötülük"
		"ability_blood_shards_quip"			"Bir düşman üzerinde hasar artışı yığın"
		"ability_blood_shards_desc"			"<span class=\"highlight\">Canınızın bir kısmını feda ederek</span> bir yığın Kötülük uygulayan kan parçaları fırlatın. Her bir yığın kurbanı <span class=\"highlight\">yavaşlatır</span> ve sizden aldığı <span class=\"highlight\">hasarı artırır</span>. Yavaşlatma etkisi zamanla azalır."
		"ability_blood_shards_t2_desc"		"+{s:HealthToDamage} Candan Hasar"
		"ability_blood_shards_t3_desc"		"+{s:NumBloodShards} Kan Parçası"
		"NumBloodShards_label"				"Kan Parçası"
		"MoveSpeedPenaltyPerStack_label"		"Hareket Yavaşlatma"
		"MoveSpeedPenaltyPerStack_postfix"	"%"
		"VulnerabilityPerStack_label"			"Damage Amplification"
		"VulnerabilityPerStack_prefix"		"+"
		"VulnerabilityPerStack_postfix"		"%"
		"SelfDamage_label"					"Kendine Hasar"
		"ability_blood_shards/modifier_blood_shard_debuff"			"Kötülük"
		"ghost_malice_stack_effect_header"	"Yığın Başına Efekt:"

		"FriendlyTargetCooldown_label"			"Müttefik Beklemesi"

		//-----------------------------------------------------------------------------
		// Vindicta
		//-----------------------------------------------------------------------------
		"citadel_ability_hornet_chain"				"Kazık"
		"citadel_ability_hornet_chain_quip"			"Düşmanlarınızı yere bağlayın"
		"citadel_ability_hornet_chain_desc"			"Düşmanları kazığın düştüğü <span class=\"highlight\">yere bağlayan</span> bir kazık fırlatın. Düşman hareketi, ipin uzunluğuyla sınırlıdır."
		"citadel_ability_hornet_chain_t3_desc"		"Bağlı düşmanlar aynı zamanda <span class=\"highlight\">silahsızlandırılır<%s3>"
		"modifier_citadel_hornet_chain_connection"	"Yere bağlandı"
		"citadel_ability_hornet_chain/modifier_citadel_hornet_chain_connection"	"Yere bağlandı"
		"modifier_citadel_rootgrenade"			"Sabitlendi"

		"ChainLength_label"						"İp Uzunluğu"
		"ChainLength_postfix"						"m"
		"CaptureRadius_label"						"Yakalama Yarıçapı"
		"CaptureRadius_postfix"					"m"

		"citadel_ability_wing_blast"			"Wing Blast"	
		"citadel_ability_wing_blast_desc"		"Create a blast of air that pushes enemies away and damages them."
		"modifier_citadel_wing_blast_push"		"Being Vindicta Pushed"

		"citadel_ability_hornet_leap"			"Uçuş"
		"citadel_ability_hornet_leap_quip"		"Uçuşa geçin ve silahınızı güçlendirin"
		"citadel_ability_hornet_leap_desc"		"Havaya sıçra ve <span class=\"highlight\">uç</span>. Uçarken silahınız <span class=\"highlight\">bonus büyü hasarı</span> verir."
		"citadel_ability_hornet_leap_t1_desc"	"Uçarken <span class=\"highlight\">+%{s:BonusClipSizePercent}</span> Cephane"
		"MagicDamagePerBullet_label"				"Mermi Başına Büyü Hasarı"

		"modifier_citadel_hornetleap"			"Vindicta Leap"

		"citadel_ability_hornet_crit_stacking_buff"		"Headhunter"
		"citadel_ability_hornet_crit_stacking_buff_desc"	"Landing a headshot temporarily increases your weapon damage, stacking up to {s:MaxStacks} times."
		"modifier_citadel_hornet_crit_stacking_damage_buff"	"Headhunter"

		"citadel_ability_hornet_crit_vulernability"	"Vindicta's Mark"
		"citadel_ability_hornet_crit_vulernability_desc"	"Your shots have a chance to leave targets vulnerable, causing all bullets to crit them.  Headshots are guaranteed to apply this effect."
		"modifier_citadel_hornet_crit_vulnerability"	"Crit Vulnerable"

		"citadel_ability_hornet_explosive_headshots"		"Explosive Headshots"
		"citadel_ability_hornet_explosive_headshots_desc"	"Headshots you deal explode, dealing a percent of the damage to nearby enemies."

		"citadel_ability_hornet_nest"			"Vindicta Nest"
		"citadel_ability_hornet_nest_desc"		"Deploys a nest which will deploy Vindicta drones that fly slowly forward, attacking all enemies."

		"citadel_ability_hornet_mark"			"Vindicta's Mark"
		"citadel_ability_hornet_mark_desc"		"Vindicta mark's an enemy. They are visible on the minimap for the duration, and Vindicta can detect them through walls."		
		"citadel_ability_hornet_mark_t2_desc"	"When a marked enemy is killed, Vindicta immediately gains <span class=\"highlight\">{s:ChargeForKill} Charge for Assassinate</span>"
		"modifier_citadel_hornetmark"			"Vindicta's Mark"

		"citadel_ability_hornet_sting"			"Yoldaş Karga"
		"citadel_ability_hornet_sting_quip"		"Hedefin zamanla kanamasını sağlayın"
		"citadel_ability_hornet_sting_desc"		"Yoldaş karganız <span class=\"highlight\">çarpma hasarı</span> verir ve <span class=\"highlight\">hedefin mevcut canına</span> bağlı olarak hasar veren bir <span class=\"highlight\">kanama</span> uygular."
		"citadel_ability_hornet_sting_t1_desc"	"Karga {s:TargetBounceRange}m içindeki diğer düşmanlara doğru <span class=\"highlight\">2 defaya kadar seker</span>"
		"citadel_ability_hornet_sting_t3_desc"	"+%{s:DotHealthPercent} Kanama ve %{s:HealAmpReceivePenaltyPercent} iyileşme azaltma"
		"citadel_ability_hornet_sting/modifier_citadel_hornet_sting_debuff"		"Yoldaş Karga"
		"BulletVulnerbility_prefix"				"{s:sign}"
		"BulletVulnerbility_label"				"Silah Hasarı Artışı"
		"BulletVulnerbility_postfix"				"%"

		"citadel_ability_hornet_snipe"			"Suikast"
		"citadel_ability_hornet_snipe_quip"		"Yaralı hedefleri uzaktan ağır hasarla vurun"
		"citadel_ability_hornet_snipe_desc"		"Dürbünlü tüfeğinizi kullanarak uzun mesafeden güçlü bir atış yapın. 1s süreyle tam olarak şarj olmadan yalnızca kısmi hasar verir. <span class=\"highlight\">Canı %{s:LowHealthEnemyThresholdPct}'dan daha az</span> olan düşmanlara <span class=\"highlight\">bonus hasar</span> verir. Suikast ile bir oyuncuyu öldürmek size <span class=\"highlight\">bonus ruh kazandırır</span>."
		//"citadel_ability_hornet_snipe_t3_desc"	"Assassinate kills grant +{s:BonusGoldOnKill} souls"
		"LowHealthEnemyDamageBonus_label"		"Bonus Hasar"
		"LowHealthEnemyThresholdPct_label"		"Düşük Can Sınırı"
		"LowHealthEnemyThresholdPct_postfix"	"%"
		"BonusGoldOnKill_label"					"Suikast Başına Bonus Ruh"
		"assassin_modifier"						"+Silah Hasarı"
		"modifier_citadel_assassinate_target"	"Suikast Hedefi - Saklan!"

		//-----------------------------------------------------------------------------
		// Digger (Formally Pouncer and Driller) Mo and Krill
		//-----------------------------------------------------------------------------
		"citadel_ability_grapplehook"			"Grapple Hook"
		"citadel_ability_grapplehook_desc"		"Launches out a hook, and pull {s:hero_name} towards the wall it hits."
		"modifier_citadel_grapplehook_wall_hanging"	"Grapple Hook Wall Hanging"

		"ability_burrow"			"Gömül"
		"ability_burrow_quip"		"Yeraltında seyahat edin, dönüş hasarı ile ortaya çıkın"
		"ability_burrow_desc"		"Yeraltına gömülün, <span class=\"highlight\">daha hızlı hareket edin</span> ve <span class=\"highlight\">büyü ve mermi zırhı</span> kazanın. Düşman kahramanlardan gelen hasar hız bonusunu azaltır. Yerden çıktığınızda, bir dönüş saldırısı gerçekleştirirek düşmanları havaya savurur, <span class=\"highlight\">hasar verir ve yavaşlatırsınız</span>. Bekleme süresi, Gömülme sona erdiğinde başlar."
		"modifier_spin"				"Dönüş"
		"SpinDuration_label"		"Dönüş Süresi"
		"SpinDuration_postfix"		"s"
		"ability_burrow_cancel_channel"	"Yerden Çık"
		
		"ability_burrow_t1_desc"	"<span class=\"highlight\">+{s:AbilityChannelTime}s</span> Gömülme Süresi"
		"ability_burrow_t2_desc"	"<span class=\"highlight\">+{s:DPS}</span> Dönüş DPS ve +{s:Radius} yarıçap"
		"ability_burrow_t3_desc"	"<span class=\"highlight\">{s:AbilityCooldown}</span> Bekleme Süresi ve <span class=\"highlight\">+{s:BonusMoveSpeed}m/s</span> Hareket Hızı"

		"ability_intimidate"			"Küçümseme"
		"ability_intimidate_quip"		"Yakındaki düşmanlara hasar ver, her vuruşta iyileş"
		"ability_intimidate_desc"		"Yakındaki düşmanlara <span class=\"highlight\">hasar</span> verin ve verdiğiniz hasara göre <span class=\"highlight\">kendinizi iyileştirin</span>. İyileştirme düşman kahramanlara karşı daha güçlüdür."
		"ability_intimidate_t3_desc"	"Düşmanlara Mo & Krill'in <span class=\"highlight\">+%{s:DamageBonus}% Hasar</span> vermesini sağlayan bir zayıflatıcı ekler. Yığınlanabilir ve {s:DebuffDuration}s sürer."
		"DamageHealMult_label"			"İyileştirme / Kahraman Hasarı"
		"DamageHealMult_postfix"		"x"
		"DamageHealMultNonHero_label"		"İyileştirme / Hasar"
		"DamageHealMultNonHero_postfix"		"x"
		"modifier_intimidate_debuff"		"Küçümseme"

		"ability_pounce"				"Pounce"
		"ability_pounce_desc"			"{s:hero_name} leaps forward, creates an explosion on landing and damages enemies in an area."

		"ability_ooc_health_regen"			"Out of Combat Health Regen"
		"ability_ooc_health_regen_desc"		""

		"ability_throw_sand"			"Kum Püskürtme"
		"ability_throw_sand_quip"		"Önünüzdeki düşmanları silahsızlandırın"
		"ability_throw_sand_desc"		"Önünüzdeki düşmanları <span class=\"highlight\">silahsızlandıran</span> ve <span class=\"highlight\">hasar veren</span> kum püskürtün."
		"modifier_citadel_throw_sand_debuff"	"Kumlandı"

		"ability_throw_sand_t3_desc"	"Hedefleri <span class=\"highlight\">-%{s:SlowPercent} oranında yavaşlatır</span>"

		"citadel_ability_kineticcharge"			"Kinetic Charge"
		"citadel_ability_kineticcharge_desc"	"{s:hero_name} creates a shield which absorbs all incoming damage. After the duration expires or the shield is destroyed, explodes and returns the damage absorbed to all enemies around him."
		"modifier_citadel_kineticcharge"		"Absorbing Damage"

		"ability_ult_combo"				"Kombo"
		"ability_ult_combo_quip"		"Düşman kahramanı sabit tut ve yumrukla"
		"ability_ult_combo_desc"		"Hedefi sabit tutarak <span class=\"highlight\">sersemletir ve hasar verir</span>. Kombo sırasında ölürlerse, kalıcı olarak toplam can kazanırsınız."
		"ability_ult_combo_t2_desc"		"<span class=\"highlight\">+{s:AbilityChannelTime}s</span> Kombo Süresi"
		"ability_ult_combo_t3_desc"		"<span class=\"highlight\">+{s:DPS}</span> Saniye Başına Hasar ve <span class=\"highlight\">%{s:LifeStealPercentOnHit} Can Çalma</span>"
		"LifestealPercentOnHit_label"		"Can Çalma"
		"LifestealPercentOnHit_postfix"	"%"
		"BonusHealthOnKill_label"			"Öldürme Başına Bonus Toplam Can"

		"GrabExtraTargetRange_label"		"Ekstra Hedef Menzili"
		"GrabExtraTargetRange_postfix"	"m"


		//-----------------------------------------------------------------------------
		// Shiv
		//-----------------------------------------------------------------------------
		"citadel_ability_shiv_dagger"			"Dişli Bıçaklar"
		"citadel_ability_shiv_dagger_quip"		"Hedefe yığınlanan kanama uygulayın"
		"citadel_ability_shiv_dagger_desc"		"Düşmana <span class=\"highlight\">hasar veren ve yavaşlatan</span> bir bıçak fırlatın.  Her ilave vuruş bir <span class=\"highlight\">yığın</span> ekler ve zayıflatma süresini yenileyerek, yığın başına hasarın artmasına neden olur."
		"citadel_ability_shiv_dagger_max_rage_desc" "Ultimate Açılımı: <span class=\"highlight\">Öfke doluyken</span> bıçaklar başka bir düşmana seker ve kanattıkları düşmanlara yavaşlatma uygular."
		"modifier_shiv_bleed_thrown_shiv"			"Dişli Bıçaklar"
		"modifier_citadel_shiv_dagger"			"Dişli Bıçaklar"
		"modifier_shiv_thrown_shiv_slow_debuff"		"Dişli Bıçak"
		"BleedDPSPerStack_label"					"Bıçak Başına Kanama DPS"
		"AOERadius_label"							"Etki Yarıçapı"
		"AOERadius_postfix"						"m"

		"ShivStickDuration_label"					"Yığın süresi"
		"ShivStickDuration_postfix"				"s"

		"citadel_ability_shiv_dagger_t3_desc"		"+{s:ImpactDamage} Hasar ve +{s:BleedDPSPerStack} Kanama DPS"

		"modifier_shiv_bleed"						"Kanama"
		"BleedDamage_label"						"Kanama Hasarı"
		"BleedDuration_label"						"Kanama Süresi"
		"BleedDuration_postfix"					"s"

		"citadel_ability_shiv_dash"				"Kes ve Doğra"
		"citadel_ability_shiv_dash_quip"		"İleri atılın, yol boyunca tüm düşmanlara hasar verin"
		"citadel_ability_shiv_dash_desc"		"İleriye doğru bir <span class=\"highlight\">atılım yaparak yol boyunca düşmanlara hasar verin</span>.<br><br>Ultimate Açılımı: <span class=\"highlight\">Öfke doluyken</span> Shiv'in bir yankısı kısa bir gecikmeden sonra atılma yolunu tekrar geçerek düşmanlara tekrar hasar verir."
		"citadel_ability_shiv_dash_t3_tooltip"	"Vuruşta"
		"DashRange_label"							"Atılım Menzili"
		"DashRange_postfix"						"m"
		"ImpactDamage_label"						"Hasar"
		"ImpactSlowDuration_label"				"Darbe Yavaşlatma Süresi"
		"ImpactSlowDuration_postfix"				"s"
		"ImpactMoveSlow_label"					"Darbe Hareket Yavaşlatması"
		"ImpactMoveSlow_postfix"					"%"
		"DashSlowPct_label"						"Atılım Yavaşlatması"
		"modifier_citadel_shiv_dash"				"Kes ve Doğra"
		"modifier_shiv_bleed_dash"				"Kes ve Doğra"
		"modifier_citadel_shiv_dash_impact_slow"	"Kes ve Doğra"
		"modifier_shiv_dash_heal_reduction"		"Kes ve Doğra İyileşme Zayıflatması"
		"BurstFireOnHeroHit_postfix"				"s"
		"citadel_ability_shiv_dash_t3_desc"		"Bekleme süresini vurulan düşman başına 2s azaltın.  Atılım başına maks. 6s."

		"citadel_ability_shiv_defer_damage"		"Kan Akıtma"
		"citadel_ability_shiv_defer_damage_quip"	"Alınan hasarın bir kısmını erteler"
		"citadel_ability_shiv_defer_damage_desc"	"Gelen hasarın sadece bir kısmını hemen alın ve geri kalanını zaman içinde almak üzere erteleyin.  <span class=\"highlight\">Ertelenen hasarın bir kısmını silmek için</span> etkinleştirin."
		"citadel_ability_shiv_defer_damage_max_rage_desc" "Ultimate Açılımı: <span class=\"highlight\">Öfke doluyken</span> ertelenen hasar miktarı artar."
		"citadel_ability_shiv_defer_damage_on_cast" "Aktifken"
		"DamagePctDeferred_label"					"Ertelenen Hasar"
		"DamagePctDeferred_postfix"				"%"
		"DamagePctDeferredMaxRage_label"			"Ertelenen Hasar"
		"DamagePctDeferredMaxRage_prefix"			"+"
		"DamagePctDeferredMaxRage_postfix"		"%"
		"DeferredDamageDuration_label"			"Ertelenen Hasar Süresi"
		"DeferredDamageDuration_postfix"			"s"
		"DeferClearPct_label"						"Ertelenen Hasar Silindi"
		"DeferClearPct_postfix"					"%"
		

		"citadel_ability_shiv_killing_blow"		"Öldürücü Darbe"
		"citadel_ability_shiv_killing_blow_quip"	"Düşük canlı bir kahramana gidip anında öldürün"
		"citadel_ability_shiv_killing_blow_active_desc"	"Bir düşman kahramana doğru sıçramak için etkinleştirin ve canları öldürme eşiğinin altındaysa <span class=\"highlight\">anında öldürün</span>, aksi takdirde {s:Damage} hasar verin."
		"citadel_ability_shiv_killing_blow_passive_desc" "Passive: Damaging enemies fills you with rage.  While at full rage, Shiv gains increased damage and <span class=\"highlight\">special properties</span> on his other abilities."
		"citadel_ability_shiv_killing_blow/active_buff"		"Öfkeli"
		"citadel_ability_shiv_killing_blow_while_full_rage" "Öfke Doluyken"
		"citadel_ability_shiv_killing_blow_ui_meter" 		"Öfke"

		"EnemyHealthPercent_label"				"Düşman can eşiği"
		"EnemyHealthPercent_postfix"				"%"
		"BuffDamage_label"					"Tüm Hasar"
		"BuffDamage_prefix"					"+"
		"BuffDamage_postfix"					"%"
		"BuffMoveSpeed_label"					"Hareket Hızı"
		"BuffMoveSpeed_prefix"				"+"
		"BuffMoveSpeed_postfix"				"m/s"

		"citadel_ability_shiv_killing_blow_t1_desc"	"Tam öfkedeyken <span class=\"highlight\">+{s:BonusMoveSpeed} m/s</span> hareket hızı kazanın"
		"citadel_ability_shiv_killing_blow_t3_desc"	"Bir düşmanın işini Öldürücü Darbe ile bitirmek, <span class=\"highlight\">bekleme süresini sıfırlar.</span>"

		//-----------------------------------------------------------------------------
		// Hero: Pocket
		//-----------------------------------------------------------------------------
		"synth_plasma_flux"			"Uçan Palto"
		"synth_plasma_flux_quip"		"Işınlanabileceğiniz hasar verici bir palto fırlatın"
		"synth_plasma_flux_desc"		"<span class=\"highlight\">İleriye doğru hareket eden</span> ve <span class=\"highlight\">düşmanlara hasar veren</span> canlı bir palto fırlatın . Bulunduğu yere <span class=\"highlight\">ışınlanmak</span> için <span class=\"highlight\">[{s:in_ability2}]</span> tuşuna basabilirsiniz."
		"synth_plasma_flux_t3_desc"	"Uçan Palto ile ışınlandıktan sonra <span class=\"highlight\">{s:WeaponDamageBonusDuration}s</span> boyunca <span class=\"highlight\">+{s:WeaponDamageBonus} Silah Hasarı</span>."
		"DPSDuration_label"			"Hasar Süresi"
		"DPSDuration_postfix"			"s"
		"modifier_synth_plasma_flux_dps"	"Uçan Palto"
